0,1,4
0,10,2
1,2,2
1,11,4
2,3,4
2,12,1
3,4,5
3,13,4
4,5,3
4,14,3
5,6,3
5,15,2
6,7,3
6,16,3
7,8,4
7,17,4
8,9,4
8,18,3
9,19,4
10,11,3
10,20,2
11,12,5
11,21,5
12,13,3
12,22,3
13,14,3
13,23,2
14,15,2
14,24,3
15,16,2
15,25,4
16,17,2
16,26,2
17,18,2
17,27,2
18,19,3
18,28,2
19,29,5
20,21,3
20,30,2
21,22,5
21,31,5
22,23,3
22,32,1
23,24,2
23,33,3
24,25,3
24,34,2
25,26,3
25,35,4
26,27,2
26,36,1
27,28,2
27,37,2
28,29,3
28,38,3
29,39,1
30,31,2
30,40,4
31,32,1
31,41,5
32,33,4
32,42,3
33,34,3
33,43,2
34,35,3
34,44,5
35,36,3
35,45,3
36,37,2
36,46,3
37,38,3
37,47,4
38,39,3
38,48,2
39,49,5
40,41,1
40,50,5
41,42,5
41,51,4
42,43,1
42,52,2
43,44,2
43,53,4
44,45,2
44,54,4
45,46,1
45,55,4
46,47,3
46,56,4
47,48,4
47,57,5
48,49,5
48,58,2
49,59,4
50,51,2
50,60,1
51,52,4
51,61,3
52,53,3
52,62,5
53,54,3
53,63,3
54,55,4
54,64,4
55,56,3
55,65,2
56,57,2
56,66,5
57,58,1
57,67,3
58,59,2
58,68,5
59,69,4
60,61,3
60,70,3
61,62,1
61,71,4
62,63,1
62,72,1
63,64,3
63,73,1
64,65,4
64,74,4
65,66,4
65,75,2
66,67,4
66,76,3
67,68,5
67,77,4
68,69,4
68,78,3
69,79,3
70,71,4
70,80,1
71,72,2
71,81,2
72,73,3
72,82,4
73,74,4
73,83,1
74,75,3
74,84,3
75,76,3
75,85,4
76,77,4
76,86,2
77,78,3
77,87,1
78,79,5
78,88,2
79,89,1
80,81,2
80,90,2
81,82,3
81,91,2
82,83,5
82,92,5
83,84,1
83,93,4
84,85,2
84,94,3
85,86,3
85,95,5
86,87,3
86,96,5
87,88,2
87,97,4
88,89,4
88,98,3
89,99,4
90,91,4
91,92,2
92,93,2
93,94,5
94,95,2
95,96,1
96,97,3
97,98,5
98,99,4
